261505,504623,-5.095238095,-72,-0.028571429
258364,907488,-0.866666667,-9.038095238,-0.438095238
288332,708670,-9.59047619,89.75714286,-0.304761905
275892,626408,-7.447619048,319.3809524,-0.566666667
272810,671032,-2.538095238,427.4952381,-0.552380952
261045,454883,-3.833333333,9.352380952,0.152380952
261508,509120,-1.095238095,78.56190476,-0.080952381
464255,438935,-7.133333333,-74.9,0.171428571
278182,455118,-0.276190476,5.980952381,-0.523809524
534381,561710,-3.428571429,4.295238095,-0.438095238
261180,437657,-1.366666667,-73.80952381,-0.033333333
274092,447613,-8.552380952,-310.4238095,-0.538095238
556378,255279,-15.81904762,-62.87619048,-0.514285714
274089,444993,-12.20952381,-475.1190476,-0.633333333
640375,504172,-8.257142857,-9.428571429,-0.395238095
258366,709820,-6.1,-75.1952381,-0.023809524
378358,351971,3.39047619,324.0380952,0.157142857
236335,374350,-1.814285714,11.4047619,0.195238095
261509,603841,-7.961904762,311.0047619,-0.252380952
274093,448942,-11.95238095,-432.9190476,0.161904762
276095,262641,-3.947619048,-41.37142857,-0.533333333
276628,400920,-4.257142857,202.4904762,0.20952381
291009,257751,-1.742857143,135.3809524,0.157142857
540133,431129,-8.328571429,-144.4095238,-0.523809524
540138,435089,-11.00952381,-374.2333333,-1.133333333
276629,407593,-2.042857143,298.752381,0.180952381
540126,444604,-13.52380952,-59.37142857,-0.852380952
881203,608170,-2.061904762,1445.890476,0.6
375900,427341,-0.019047619,2.747619048,-0.223809524
876403,409120,-5.547619048,112.5857143,-0.714285714
876406,499968,-7.995238095,10.9,-0.280952381
258738,435033,-3.766666667,-60.82380952,0.019047619
377494,319367,-4.628571429,-30.62857143,-0.414285714
279033,368914,-4.885714286,109.8571429,0.138095238
281765,447926,-8.195238095,-133.5142857,-0.604761905
540136,432065,-2.685714286,-172.1571429,-0.328571429
291008,254469,-0.923809524,219.6047619,0.219047619
259445,361578,-2.7,-38.64761905,-0.171428571
258872,903496,2.057142857,-46.32857143,-0.052380952
262551,306719,-5.142857143,13.57142857,-0.066666667
274094,443363,-18.87142857,-460.3380952,0.242857143
274087,449340,1.1,89.55238095,-0.204761905
378410,252635,-3.814285714,281.9285714,-0.285714286
640378,500021,-5.423809524,234.947619,-0.552380952
258473,397335,-5.319047619,-63.72857143,-0.404761905
542286,1000727,-3.185714286,-139.5809524,-0.966666667
276156,412617,-2.30952381,35.95238095,-0.733333333
275472,369006,-1.428571429,105.1380952,0.047619048
278185,405015,-5.676190476,-12.2,-0.471428571
291004,256903,-4.504761905,77.23809524,0.347619048
262041,559501,-4.914285714,22.0952381,0.271428571
265495,609892,0.852380952,-12.02380952,0.147619048
284145,608989,-4.180952381,-147.347619,-0.280952381
377390,335539,-7.819047619,-148.1190476,-0.747619048
262213,602325,-7.952380952,-31.27142857,0.195238095
279036,366619,-2.842857143,134.0285714,-0.038095238
291002,255358,-2.561904762,31.47619048,-0.09047619
570956,186082,-7.119047619,-26.9952381,-0.747619048
540135,436661,-4.995238095,-196.352381,-0.347619048
371931,394667,-5.185714286,-39.25714286,0.238095238
540124,444824,-14.91428571,-68.09047619,-0.038095238
534382,605965,-4.695238095,-51.99047619,-0.623809524
280533,341969,-15.9952381,-112.9095238,0.304761905
291001,257900,1.414285714,353.7047619,-0.838095238
273696,252857,-0.876190476,89.11904762,0.266666667
378355,350703,1.319047619,328.4142857,-0.023809524
540137,434069,-2.1,-142.5857143,0.271428571
271620,400757,-3.857142857,30.85714286,-0.566666667
259450,435403,-6.571428571,-31.51904762,-0.457142857
534375,389786,2.071428571,315.1904762,0
253529,608311,-2.638095238,-20.14285714,-0.09047619
378411,254718,-2.319047619,162.047619,-0.138095238
876411,502248,-3.385714286,56.2,0.061904762
262325,708372,-5.176190476,-3.723809524,0.052380952
258469,303214,-1.223809524,-103.3333333,-0.647619048
279037,363913,-6.038095238,148.4190476,0.161904762
277965,376139,-2.157142857,-92.22857143,0.180952381
540125,448398,-7.133333333,-55.55714286,-0.547619048
261504,500214,-5.2,24.29047619,-0.071428571
